id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
1897,hyundai creta,2017,diesel,41558,1047974,new delhi,1923,suv,automatic,1.6 crdi sx plus auto,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,hyundai,creta,in_stock,1,1101532,1108032,great,2021,TRUE,24342,157197,FALSE,FALSE
1898,renault duster,2013,diesel,78090,340199,new delhi,3871,suv,manual,85 ps rxe,TRUE,delhi,delhi,TRUE,dl13,inperson_sale,renault,duster,in_stock,1,331234,424438,great,2021,TRUE,7902,51030,FALSE,FALSE
1899,hyundai creta,2015,diesel,61207,688999,new delhi,1283,suv,,1.4 s crdi,TRUE,new delhi,delhi,TRUE,dl8c,inperson_sale,hyundai,creta,in_stock,2,677332,,great,2021,TRUE,16004,103350,FALSE,FALSE
1900,renault duster,2015,diesel,80599,505799,new delhi,755,suv,manual,85 ps rxl opt,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,renault,duster,in_stock,1,482692,,great,2021,TRUE,11748,75870,FALSE,FALSE
1901,honda city,2011,petrol,122742,335499,new delhi,613,sedan,manual,s mt petrol,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,honda,city,in_stock,1,301996,,great,2021,TRUE,7793,50325,FALSE,FALSE
1902,maruti swift dzire,2012,diesel,86194,317899,new delhi,416,sedan,manual,vdi bs iv,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,swift dzire,in_stock,1,284400,,great,2021,TRUE,7384,47685,FALSE,FALSE
1903,maruti vitara brezza,2019,diesel,35428,797699,new delhi,815,suv,manual,vdi,FALSE,mahendragarh,haryana,TRUE,hr35,inperson_sale,maruti,vitara brezza,in_stock,1,837085,847585,great,2021,TRUE,18529,119655,FALSE,FALSE
1904,maruti swift,2013,diesel,70684,358099,new delhi,168,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,swift,in_stock,1,335149,429211,great,2021,TRUE,8318,53715,FALSE,FALSE
1905,skoda rapid,2012,diesel,98802,246399,new delhi,4153,sedan,manual,1.6 tdi mt ambition,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,skoda,rapid,in_stock,2,226777,,great,2021,TRUE,5723,36960,FALSE,FALSE
1906,maruti eeco,2017,petrol & cng,100534,311899,new delhi,1147,suv,manual,5 str cng with ac plushtr,TRUE,new delhi,delhi,TRUE,dl3c,inperson_sale,maruti,eeco,in_stock,1,276275,366796,great,2020,TRUE,7245,46785,FALSE,TRUE
1907,honda jazz,2015,petrol,87341,454799,new delhi,754,hatchback,automatic,1.2 v at,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,honda,jazz,in_stock,2,446644,468199,great,2021,TRUE,10564,68220,FALSE,FALSE
1908,toyota etios,2011,petrol,106148,265799,new delhi,977,sedan,manual,vx,TRUE,delhi west,delhi,TRUE,dl2c,inperson_sale,toyota,etios,in_stock,2,249652,,great,2021,TRUE,6174,39870,FALSE,FALSE
1909,maruti swift,2011,petrol,95427,262399,new delhi,829,hatchback,manual,vxi,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,maruti,swift,in_stock,2,236268,,great,2021,TRUE,6095,39360,FALSE,FALSE
1910,hyundai i20,2012,petrol,80206,310899,new delhi,1568,hatchback,manual,sportz 1.2 vtvt,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,i20,in_stock,1,286091,370351,great,2021,TRUE,7221,46635,FALSE,FALSE
1911,maruti swift dzire,2012,diesel,81509,321199,new delhi,5169,sedan,manual,vdi bs iv,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,swift dzire,in_stock,1,325000,416840,great,2021,TRUE,7461,48180,FALSE,FALSE
1912,maruti alto 800,2013,petrol,74820,223099,new delhi,717,hatchback,manual,lxi,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,alto 800,in_stock,1,191566,223199,good,2021,TRUE,5182,33465,FALSE,FALSE
1913,renault kwid,2016,petrol,48370,292299,new delhi,120,hatchback,manual,rxt opt,TRUE,rohtak,haryana,TRUE,hr12,inperson_sale,renault,kwid,pickup_pending,1,247657,,good,2021,TRUE,6789,43845,FALSE,FALSE
1914,ford ecosport,2019,diesel,18721,937399,new delhi,812,suv,manual,1.5titanium tdci,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,ford,ecosport,in_stock,1,951534,1153584,great,2021,TRUE,21773,140610,FALSE,FALSE
1915,maruti zen estilo,2009,petrol,98519,167399,new delhi,593,hatchback,manual,vxi,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,zen estilo,in_stock,1,141222,,good,2021,TRUE,3888,25110,FALSE,FALSE
1916,mahindra nuvosport,2016,diesel,100131,407499,new delhi,543,suv,manual,n6 mhawk,TRUE,new delhi,delhi,TRUE,dl10,inperson_sale,mahindra,nuvosport,in_stock,1,354900,412299,great,2021,TRUE,9465,61125,FALSE,FALSE
1917,maruti swift,2008,petrol,103127,193199,new delhi,1321,hatchback,manual,lxi 1.3,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,swift,in_stock,2,124482,,good,2021,TRUE,4488,28980,FALSE,FALSE
1918,hyundai creta,2016,diesel,67987,807099,new delhi,2027,suv,,1.6 sx crdi,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,hyundai,creta,in_stock,1,850723,1033129,great,2020,TRUE,18747,121065,FALSE,FALSE
1919,maruti swift,2014,petrol,84232,410299,new delhi,645,hatchback,manual,vxi,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,swift,in_stock,1,370089,,great,2021,TRUE,9530,61545,FALSE,FALSE
1920,maruti vitara brezza,2016,diesel,70187,623699,new delhi,238,suv,manual,vdi,TRUE,delhi,delhi,TRUE,dl14,inperson_sale,maruti,vitara brezza,in_stock,1,631975,638475,great,2021,TRUE,14487,93555,FALSE,FALSE
1921,toyota innova crysta,2017,diesel,87721,1331178,new delhi,2572,suv,manual,2.4 gx 7 str,TRUE,rewari,haryana,TRUE,hr36,inperson_sale,toyota,innova crysta,in_stock,1,1368676,1379176,great,2021,TRUE,30920,199677,FALSE,FALSE
1922,toyota etios liva,2012,diesel,94952,258799,new delhi,639,hatchback,manual,gd,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,toyota,etios liva,in_stock,1,231000,302160,great,2020,TRUE,6011,38820,FALSE,FALSE
1923,honda city,2011,petrol,104139,298699,new delhi,1059,sedan,manual,s mt petrol,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,honda,city,in_stock,1,293604,305899,great,2021,TRUE,6938,44805,FALSE,FALSE
1924,hyundai i20,2010,petrol,70679,233799,new delhi,788,hatchback,manual,magna o 1.2,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,hyundai,i20,in_stock,2,176221,,good,2021,TRUE,5431,35070,FALSE,FALSE
1925,honda wr-v,2017,diesel,79597,560599,new delhi,1766,suv,manual,1.5 i-dtec s mt,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,honda,wr-v,in_stock,1,581295,562199,great,2021,TRUE,13021,84090,FALSE,FALSE
1926,mahindra thar,2018,diesel,51456,760799,new delhi,5702,suv,manual,crde 4x4 bs iv,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,mahindra,thar,in_stock,1,745130,923930,great,2021,TRUE,17671,114120,FALSE,FALSE
1927,toyota etios,2013,diesel,93938,296899,new delhi,1210,sedan,manual,gd,TRUE,new delhi,delhi,TRUE,dl12,inperson_sale,toyota,etios,in_stock,2,239000,,good,2021,TRUE,6896,44535,FALSE,FALSE
1928,honda city,2013,petrol,86487,414499,new delhi,1513,sedan,manual,v mt petrol,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,honda,city,in_stock,2,415206,421706,great,2021,TRUE,9628,62175,FALSE,FALSE
1929,maruti a star,2009,petrol,81050,173299,new delhi,1017,hatchback,manual,vxi,TRUE,new delhi,delhi,TRUE,dl3c,inperson_sale,maruti,a star,in_stock,2,144057,,good,2021,TRUE,4025,25995,FALSE,FALSE
1930,maruti swift,2015,diesel,86567,393999,new delhi,485,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,swift,in_stock,1,364934,465552,great,2021,TRUE,9152,59100,FALSE,FALSE
1931,maruti swift,2012,diesel,95613,307799,new delhi,380,hatchback,manual,vdi,TRUE,new delhi,delhi,TRUE,dl9c,inperson_sale,maruti,swift,in_stock,1,304475,310975,great,2021,TRUE,7149,46170,FALSE,FALSE
1932,maruti swift dzire,2010,petrol,84445,267499,new delhi,981,sedan,manual,vxi,FALSE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,swift dzire,in_stock,1,225300,296206,good,2021,TRUE,6213,40125,FALSE,FALSE
1933,hyundai verna,2012,diesel,88559,424499,new delhi,659,sedan,manual,fluidic 1.6 sx crdi opt,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,hyundai,verna,in_stock,1,422327,529487,great,2021,TRUE,9860,63675,FALSE,FALSE
1934,maruti vitara brezza,2018,diesel,50930,668999,new delhi,1447,suv,manual,vdi,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,maruti,vitara brezza,in_stock,1,683000,676099,great,2021,TRUE,15539,100350,FALSE,FALSE
1935,maruti vitara brezza,2018,diesel,57619,678799,new delhi,1853,suv,manual,vdi,TRUE,new delhi,delhi,TRUE,dl1c,inperson_sale,maruti,vitara brezza,in_stock,1,705067,870847,great,2020,TRUE,15767,101820,FALSE,FALSE
1936,maruti ritz,2013,diesel,76553,293999,new delhi,527,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,maruti,ritz,in_stock,1,260000,332540,great,2021,TRUE,6829,44100,FALSE,FALSE
1937,honda amaze,2014,diesel,84258,328099,new delhi,850,sedan,manual,1.5 smt i dtec,TRUE,delhi,delhi,TRUE,dl13,inperson_sale,honda,amaze,in_stock,1,280000,,good,2021,TRUE,7621,49215,FALSE,FALSE
1938,toyota corolla altis,2018,petrol,52819,1387940,new delhi,3230,luxury sedan,automatic,vl at,TRUE,chandigarh,haryana,TRUE,hr26,inperson_sale,toyota,corolla altis,in_stock,1,1457175,1463175,great,2021,TRUE,32238,208191,FALSE,FALSE
1939,maruti vitara brezza,2018,diesel,44061,738999,new delhi,1367,suv,manual,zdi,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,maruti,vitara brezza,in_stock,1,744749,746249,great,2021,TRUE,17165,110850,FALSE,FALSE
1940,hyundai creta,2017,diesel,80682,1042419,new delhi,1754,suv,automatic,1.6 crdi sx plus auto,FALSE,faridabad,haryana,TRUE,hr51,inperson_sale,hyundai,creta,in_stock,1,1081994,1273779,great,2021,TRUE,24213,156363,FALSE,FALSE
1941,maruti swift,2015,diesel,76042,437999,new delhi,353,hatchback,manual,vdi abs,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,maruti,swift,in_stock,1,434027,440527,great,2021,TRUE,10174,65700,FALSE,FALSE
1942,maruti ciaz,2017,diesel,81575,594899,new delhi,742,sedan,manual,vdi+ shvs,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,ciaz,in_stock,1,562000,,great,2021,TRUE,13818,89235,FALSE,FALSE
1943,toyota corolla,2008,petrol,104926,202499,new delhi,1852,sedan,manual,h2 1.8 e,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,toyota,corolla,in_stock,1,157557,,good,2021,TRUE,4704,30375,FALSE,FALSE
1944,maruti swift,2011,petrol,83626,303599,new delhi,1930,hatchback,manual,vxi,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,swift,in_stock,1,263444,342732,good,2021,TRUE,7052,45540,FALSE,FALSE
1945,maruti dzire,2017,diesel,80717,593799,new delhi,1804,sedan,automatic,zdi plus amt,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,maruti,dzire,in_stock,1,603914,731357,great,2021,TRUE,13792,89070,FALSE,FALSE
1946,toyota etios,2012,diesel,113695,298699,new delhi,1290,sedan,manual,gd,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,toyota,etios,in_stock,2,244285,,good,2021,TRUE,6938,44805,FALSE,FALSE
1947,mahindra xuv500,2016,diesel,48126,922899,new delhi,2150,luxury suv,automatic,w6 at,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,mahindra,xuv500,in_stock,1,900000,,great,2021,TRUE,21437,138435,FALSE,FALSE
1948,renault kwid,2016,petrol,87631,237299,new delhi,545,hatchback,manual,rxt opt,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,renault,kwid,in_stock,1,192000,,great,2021,TRUE,5512,35595,FALSE,FALSE
1949,hyundai verna,2012,petrol,109400,372099,new delhi,1593,sedan,manual,fluidic 1.6 sx vtvt,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,verna,in_stock,2,335292,430376,great,2021,TRUE,8643,55815,FALSE,FALSE
1950,maruti ciaz,2016,petrol,75533,580899,new delhi,1458,sedan,manual,zxi plus,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,ciaz,in_stock,1,602047,608547,great,2021,TRUE,13493,87135,FALSE,FALSE
1951,mahindra thar,2018,diesel,54617,759999,new delhi,1410,suv,manual,crde 4x4 bs iv,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,mahindra,thar,in_stock,1,731000,,great,2021,TRUE,17653,114000,FALSE,FALSE
1952,maruti swift,2015,diesel,85551,437699,new delhi,459,hatchback,manual,vdi abs,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,maruti,swift,in_stock,1,419931,509734,great,2021,TRUE,10167,65655,FALSE,FALSE
1953,maruti swift,2015,diesel,80212,397499,new delhi,653,hatchback,manual,vdi abs,TRUE,new delhi,delhi,TRUE,dl5c,inperson_sale,maruti,swift,in_stock,1,397454,500222,great,2021,TRUE,9233,59625,FALSE,FALSE
1954,mahindra scorpio,2014,diesel,64935,831399,new delhi,3669,suv,manual,s10,TRUE,new delhi,delhi,TRUE,dl4c,inperson_sale,mahindra,scorpio,in_stock,1,858390,864890,great,2021,TRUE,19311,124710,FALSE,FALSE
1955,toyota etios liva,2013,diesel,112188,279299,new delhi,851,hatchback,manual,gd,TRUE,new delhi,delhi,TRUE,dl9c,inperson_sale,toyota,etios liva,in_stock,1,269759,,great,2021,TRUE,6487,41895,FALSE,FALSE
1956,maruti wagon r 1.0,2010,petrol,104870,193799,new delhi,1015,hatchback,manual,lxi,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,wagon r 1.0,in_stock,2,162600,,good,2021,TRUE,4501,29070,FALSE,FALSE
1957,mahindra xuv500,2015,diesel,49845,902799,new delhi,1200,luxury suv,manual,w10,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,mahindra,xuv500,in_stock,2,936536,942536,great,2021,TRUE,20970,135420,FALSE,FALSE
1958,maruti ciaz,2016,diesel,102888,515199,new delhi,1116,sedan,manual,zdi+ shvs,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,ciaz,in_stock,1,514922,647682,great,2021,TRUE,11967,77280,FALSE,FALSE
1959,hyundai verna,2014,diesel,82592,464699,new delhi,931,sedan,manual,fluidic 1.6 sx crdi,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,hyundai,verna,in_stock,2,450000,,great,2021,TRUE,10794,69705,FALSE,FALSE
1960,honda city,2010,petrol,117859,296199,new delhi,362,sedan,manual,v mt petrol,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,honda,city,in_stock,1,281123,363305,great,2021,TRUE,6880,44430,FALSE,FALSE
1961,maruti vitara brezza,2016,diesel,78346,617899,new delhi,642,suv,manual,vdi,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,maruti,vitara brezza,in_stock,1,647507,654007,great,2021,TRUE,14352,92685,FALSE,FALSE
1962,toyota corolla altis,2016,petrol,68907,910099,new delhi,515,luxury sedan,automatic,g at,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,toyota,corolla altis,in_transit,2,940525,946525,great,2021,TRUE,21139,136515,FALSE,FALSE
1963,maruti ertiga,2013,diesel,86148,456999,new delhi,1057,suv,manual,vdi abs,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,ertiga,in_stock,2,462334,468834,great,2021,TRUE,10615,68550,FALSE,FALSE
1964,maruti swift dzire,2014,diesel,79282,424299,new delhi,136,sedan,manual,vdi bs iv,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,swift dzire,in_transit,1,386765,493179,great,2021,TRUE,9855,63645,FALSE,FALSE
1965,maruti ritz,2009,petrol,119824,203599,new delhi,451,hatchback,manual,vxi,TRUE,delhi,delhi,TRUE,dl6c,inperson_sale,maruti,ritz,in_stock,1,166560,,good,2021,TRUE,4729,30540,FALSE,FALSE
1966,mahindra scorpio,2015,diesel,75248,774799,new delhi,7399,suv,manual,s6 plus,TRUE,new delhi,delhi,TRUE,dl10,inperson_sale,mahindra,scorpio,in_stock,1,737774,915094,great,2021,TRUE,17997,116220,FALSE,FALSE
1967,nissan terrano,2015,diesel,88572,407299,new delhi,1450,suv,manual,xe 85 ps deisel,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,nissan,terrano,in_stock,1,374170,,great,2021,TRUE,9461,61095,FALSE,FALSE
1968,maruti ritz,2013,diesel,97984,220299,new delhi,227,hatchback,manual,ldi,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,maruti,ritz,in_transit,1,222400,228400,great,2020,TRUE,5117,33045,FALSE,FALSE
1969,maruti swift,2014,diesel,82346,371599,new delhi,227,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,swift,in_stock,1,361978,,great,2021,TRUE,8631,55740,FALSE,FALSE
1970,maruti swift,2012,diesel,102024,302699,new delhi,556,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,swift,in_stock,1,289288,373252,great,2020,TRUE,7031,45405,FALSE,FALSE
1971,hyundai verna,2012,diesel,133567,309699,new delhi,2889,sedan,manual,fluidic 1.6 ex crdi,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,hyundai,verna,in_stock,2,282616,,great,2021,TRUE,7194,46455,FALSE,FALSE
1972,maruti swift dzire,2013,diesel,79248,359699,new delhi,431,sedan,manual,vdi bs iv,TRUE,delhi,delhi,TRUE,dl14,inperson_sale,maruti,swift dzire,in_stock,2,346755,443369,great,2021,TRUE,8355,53955,FALSE,FALSE
1973,skoda rapid,2012,petrol,72293,371899,new delhi,1308,sedan,automatic,elegance 1.6 mpfi at,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,skoda,rapid,in_stock,3,276719,,fair,2021,TRUE,8638,55785,FALSE,FALSE
1974,maruti wagon r 1.0,2010,petrol & cng,76923,250499,new delhi,2038,hatchback,manual,lxi cng,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,maruti,wagon r 1.0,in_stock,1,194647,,good,2021,TRUE,5818,37575,FALSE,FALSE
1975,maruti swift,2013,diesel,100033,293399,new delhi,928,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl05,inperson_sale,maruti,swift,out_of_stock,1,281623,358915,great,2020,TRUE,6815,44010,FALSE,FALSE
1976,toyota etios liva,2012,diesel,82756,229699,new delhi,1730,hatchback,manual,gd,TRUE,delhi west,delhi,TRUE,dl3c,inperson_sale,toyota,etios liva,in_stock,2,233400,293086,great,2020,TRUE,5335,34455,FALSE,FALSE
1977,mahindra tuv300,2015,diesel,90145,462099,new delhi,1044,suv,manual,t6+,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,mahindra,tuv300,in_stock,1,448270,561610,great,2021,TRUE,10733,69315,FALSE,FALSE
1978,maruti swift dzire,2015,petrol,106967,345399,new delhi,1386,sedan,manual,lxi opt,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,swift dzire,in_stock,1,316909,,great,2021,TRUE,8023,51810,FALSE,FALSE
1979,maruti swift dzire,2012,diesel,92072,312999,new delhi,364,sedan,manual,vdi bs iv,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,maruti,swift dzire,in_stock,1,288133,,great,2021,TRUE,7270,46950,FALSE,FALSE
1980,maruti swift,2014,diesel,91630,409299,new delhi,574,hatchback,manual,zdi,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,maruti,swift,in_stock,1,389654,490706,great,2021,TRUE,9507,61395,FALSE,FALSE
1981,maruti swift dzire,2014,diesel,95770,387599,new delhi,1708,sedan,manual,vdi bs iv,TRUE,faridabad,haryana,TRUE,hr29,inperson_sale,maruti,swift dzire,in_stock,1,377285,464293,great,2020,TRUE,9003,58140,FALSE,FALSE
1982,maruti swift,2012,diesel,112723,294299,new delhi,558,hatchback,manual,vdi,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,maruti,swift,in_stock,1,295110,380372,great,2020,TRUE,6836,44145,FALSE,FALSE
1983,toyota innova,2015,diesel,73147,911199,new delhi,1832,suv,manual,2.5 vx 7 str bs iv,TRUE,gurgaon,haryana,TRUE,hr29,inperson_sale,toyota,innova,in_stock,2,919156,925156,great,2021,TRUE,21165,136680,FALSE,FALSE
1984,hyundai i20,2013,diesel,93165,319799,new delhi,714,hatchback,manual,asta 1.4 crdi,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,hyundai,i20,in_stock,3,264504,,great,2021,TRUE,7428,47970,FALSE,FALSE
1985,maruti swift dzire,2014,diesel,89500,327899,new delhi,1590,sedan,manual,vdi bs iv,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,maruti,swift dzire,in_stock,1,329200,335700,great,2021,TRUE,7616,49185,FALSE,FALSE
1986,toyota etios liva,2012,diesel,124471,272699,new delhi,555,hatchback,manual,d 4d gd,TRUE,meham,haryana,TRUE,hr15,inperson_sale,toyota,etios liva,in_stock,1,218388,275205,good,2021,TRUE,6334,40905,FALSE,FALSE
1987,fiat punto evo,2014,diesel,82095,291999,new delhi,285,hatchback,manual,multijet 1.3 90 hp,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,fiat,punto evo,in_stock,1,226200,,great,2021,TRUE,6782,43800,FALSE,FALSE
1988,maruti swift dzire,2014,diesel,83070,327399,new delhi,1219,sedan,manual,vdi bs iv,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,swift dzire,in_stock,2,334550,428480,great,2021,TRUE,7605,49110,FALSE,FALSE
1989,maruti swift dzire,2012,petrol,101605,298599,new delhi,776,sedan,manual,vxi 1.2 bs iv,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,swift dzire,in_stock,1,260000,337540,great,2020,TRUE,6936,44790,FALSE,FALSE
1990,toyota etios liva,2013,diesel,97735,317999,new delhi,538,hatchback,manual,gd exclusive,TRUE,new delhi,delhi,TRUE,dl3c,inperson_sale,toyota,etios liva,in_stock,1,306000,393660,great,2020,TRUE,7386,47700,FALSE,FALSE
1991,hyundai elite i20,2015,diesel,76329,457399,new delhi,913,hatchback,manual,magna 1.4 crdi,TRUE,new delhi,delhi,TRUE,dl12,inperson_sale,hyundai,elite i20,in_stock,1,470992,477492,great,2021,TRUE,10624,68610,FALSE,FALSE
1992,maruti ciaz,2017,diesel,95366,550799,new delhi,479,sedan,manual,vdi+ shvs,TRUE,delhi,delhi,TRUE,dl14,inperson_sale,maruti,ciaz,in_stock,1,568760,712280,great,2021,TRUE,12794,82620,FALSE,FALSE
1993,maruti swift dzire,2014,diesel,98400,358599,new delhi,974,sedan,manual,vdi bs iv,TRUE,faridabad,haryana,TRUE,hr29,inperson_sale,maruti,swift dzire,in_stock,1,359906,443627,great,2020,TRUE,8329,53790,FALSE,FALSE
1994,maruti ciaz,2017,diesel,103107,529099,new delhi,877,sedan,,vdi (o) shvs hybird,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,ciaz,in_stock,1,520637,,great,2021,TRUE,12290,79365,FALSE,FALSE
1995,honda mobilio,2015,petrol,94410,453999,new delhi,1481,suv,manual,1.5 s i vtec,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,honda,mobilio,in_stock,1,410000,,great,2021,TRUE,10545,68100,FALSE,FALSE
1996,hyundai creta,2019,petrol,35384,893799,new delhi,723,suv,manual,1.6 e + vtvt,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,hyundai,creta,in_stock,2,869810,,great,2021,TRUE,20761,134070,FALSE,FALSE
1997,maruti baleno,2016,diesel,107803,526799,new delhi,908,hatchback,manual,alpha ddis 190,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,baleno,in_stock,1,520000,648780,great,2021,TRUE,12236,79020,FALSE,FALSE
1998,renault duster,2013,diesel,93113,441199,new delhi,643,suv,manual,85 ps rxl opt,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,renault,duster,in_stock,1,384435,,great,2021,TRUE,10248,66180,FALSE,FALSE
1999,honda city,2012,petrol,91274,356799,new delhi,1213,sedan,manual,s mt petrol,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,honda,city,in_stock,3,330000,,great,2021,TRUE,8288,53520,FALSE,FALSE
2000,ford ecosport,2013,diesel,106751,399199,new delhi,1245,suv,manual,1.5 titaniumtdci opt,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,ford,ecosport,in_stock,1,383154,,great,2021,TRUE,9272,59880,FALSE,FALSE
2001,hyundai creta,2016,diesel,98576,679799,new delhi,2174,suv,,1.4 s crdi,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,hyundai,creta,in_stock,1,689783,696283,great,2021,TRUE,15790,101970,FALSE,FALSE
2002,maruti s cross,2017,diesel,86066,910399,new delhi,932,suv,manual,alpha shvs,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,maruti,s cross,in_stock,1,939775,1105510,great,2021,TRUE,21146,136560,FALSE,FALSE
2003,honda city,2008,petrol,113355,236699,new delhi,1113,sedan,manual,s mt petrol,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,honda,city,in_stock,1,210000,276540,great,2021,TRUE,5498,35505,FALSE,FALSE
